tmdb_id,title,release_date,release_year,release_window,genres,genre_bn,budget,revenue,budget_adj,revenue_adj,profit_ratio,outcome_label,budget_tier,prestige_tier,lead_actor,cast_names,cast_ids,runtime,vote_average,vote_count,popularity
4379,Monster-in-Law,2005-05-13,2005,Spring,Romance|Comedy,Drama,43000000,154749918,69309923.19508448,249434998.0,3.598835296612912,Hit,Mid,Rising,Jennifer Lopez,Jennifer Lopez|Jane Fonda|Michael Vartan|Wanda Sykes|Adam Scott,16866|6352|15424|27102|36801,101,6.211,1742,2.9906
4380,Shall We Dance?,2004-10-15,2004,Other,Drama|Romance|Comedy,Drama,50000000,170128460,83323451.56167284,283513810.0,3.402569200942833,Hit,Mid,A-list,Richard Gere,Richard Gere|Jennifer Lopez|Susan Sarandon|Stanley Tucci|Lisa Ann Walter,1205|16866|4038|2283|4494,106,6.406,1275,2.8879
12573,A Serious Man,2009-10-02,2009,Other,Comedy|Drama,Comedy,7000000,31400000,10273062.937062938,46082025.0,4.485714268696461,Hit,Low,Emerging,Michael Stuhlbarg,Michael Stuhlbarg|Richard Kind|Fred Melamed|Sari Lennick|Aaron Wolff,72873|21125|105303|105304|105305,106,6.706,2334,2.8797
20766,The Road,2009-11-25,2009,Holiday,Adventure|Drama,Action,32000000,27635305,46962573.426573426,40557033.0,0.8636032917448919,Flop,Mid,Rising,Viggo Mortensen,Viggo Mortensen|Kodi Smit-McPhee|Charlize Theron|Robert Duvall|Guy Pearce,110|113505|6885|3087|529,111,7.018,4233,4.6476
209189,Life of Crime,2013-09-14,2013,Other,Comedy|Crime,Comedy,12000000,265452,16212669.527896997,358640.0,0.02212097146511815,Flop,Low,A-list,Jennifer Aniston,Jennifer Aniston|John Hawkes|Yasiin Bey|Isla Fisher|Will Forte,4491|16861|4239|52848|62831,94,5.732,425,2.1673
225574,Non-Stop,2014-02-26,2014,Other,Action|Thriller|Mystery,Action,50000000,222809600,66496831.43219265,296322648.0,4.456191996188007,Hit,Mid,A-list,Liam Neeson,Liam Neeson|Julianne Moore|Scoot McNairy|Michelle Dockery|Nate Parker,3896|1231|59233|70904|77277,107,6.813,5704,5.0152
12589,Jimmy Neutron: Boy Genius,2001-12-14,2001,Holiday,Family|Comedy|Adventure|Animation|Science Fiction,Comedy,25000000,80936232,44437605.87238848,143864495.0,3.2374492769285506,Hit,Mid,Emerging,Debi Derryberry,Debi Derryberry|Megan Cavanagh|Mark DeCarlo|Jeffrey Garcia|Patrick Stewart,73016|53570|60258|59782|2387,82,6.089,987,2.8189
12590,Below,2002-08-11,2002,Summer,Thriller|Horror|Mystery,Action,40000000,2622015,69993551.9733185,4588104.0,0.06555038100865324,Flop,Mid,Emerging,Matthew Davis,Matthew Davis|Bruce Greenwood|Olivia Williams|Zach Galifianakis|Scott Foley,56045|21089|11616|58225|35595,105,6.0,501,2.6627
37169,The Human Centipede (First Sequence),2009-10-31,2009,Other,Horror,Horror,2000000,252207,2935160.839160839,370134.0,0.12610348130217666,Flop,Micro,Emerging,Dieter Laser,Dieter Laser|Ashley C. Williams|Ashlynn Yennie|Akihiro Kitamura|Andreas Leupold,23721|121574|121575|121576|121577,91,5.184,2360,7.7089
4413,The Brave One,2007-09-12,2007,Other,Crime|Drama|Thriller,Horror,70000000,69766619,106298697.5397974,105944296.0,0.9966659841747852,Flop,High,A-list,Jodie Foster,Jodie Foster|Terrence Howard|Nicky Katt|Naveen Andrews|Mary Steenburgen,1038|18288|18070|5471|2453,122,6.596,1054,2.8729
12610,Osmosis Jones,2001-08-10,2001,Summer,Adventure|Animation|Action|Comedy|Family|Science Fiction,Action,75000000,13596911,133312817.61716545,24168567.0,0.1812921475368175,Flop,High,Rising,Chris Rock,Chris Rock|Laurence Fishburne|David Hyde Pierce|Brandy Norwood|Elena Franklin,2632|2975|11076|33285|1230898,95,6.487,1077,2.5189
168259,Furious 7,2015-04-01,2015,Spring,Action|Crime|Thriller,Action,190000000,1515400000,252368101.2658228,2012834846.0,7.9757894753895755,Blockbuster,Mega,A-list,Vin Diesel,Vin Diesel|Paul Walker|Dwayne Johnson|Michelle Rodriguez|Tyrese Gibson,12835|8167|18918|17647|8169,139,7.2,11219,9.9788
446791,All the Money in the World,2017-12-21,2017,Holiday,Crime|History|Thriller,Horror,50000000,56996304,64217870.257037945,73203625.0,1.1399260783173866,Break-even,Mid,Rising,Michelle Williams,Michelle Williams|Mark Wahlberg|Christopher Plummer|Charlie Plummer|Romain Duris,1812|13240|290|1440574|17497,132,6.485,2398,3.1929
823625,Blacklight,2022-02-10,2022,Other,Action|Thriller|Adventure,Action,43000000,15902207,46253192.32543439,17105299.0,0.3698187766078556,Flop,Mid,A-list,Liam Neeson,Liam Neeson|Emmy Raver-Lampman|Taylor John Smith|Aidan Quinn|Tim Draxl,3896|2026050|1369329|18992|123724,104,6.153,1252,3.872
12620,The House Bunny,2008-08-22,2008,Summer,Romance|Comedy,Drama,25000000,70442940,36553181.60705991,102996543.0,2.8177175958906724,Hit,Low,Established,Anna Faris,Anna Faris|Colin Hanks|Emma Stone|Kat Dennings|Hugh Hefner,1772|3492|54693|52852|31309,97,5.689,2014,5.4845
454992,The Spy Who Dumped Me,2018-08-02,2018,Summer,Comedy|Action|Adventure,Comedy,40000000,33562069,50146714.45639188,42075687.0,0.8390517196613044,Flop,Mid,A-list,Mila Kunis,Mila Kunis|Kate McKinnon|Justin Theroux|Sam Heughan|Lolly Adefope,18973|1240487|15009|209326|1627501,117,6.4,2346,3.4844
446807,The Girl in the Spider's Web,2018-10-25,2018,Other,Action|Crime|Thriller,Action,43000000,35164920,53907718.040621266,44085130.0,0.8177888362252763,Flop,Mid,Emerging,Claire Foy,Claire Foy|Sverrir Gudnason|LaKeith Stanfield|Sylvia Hoeks|Stephen Merchant,120932|87663|1200864|104632|39189,115,6.16,1496,2.5581
12634,The Big Bounce,2004-01-30,2004,Other,Comedy|Crime,Comedy,50000000,6808550,83323451.56167284,11346238.0,0.13617100332914014,Flop,Mid,Established,Owen Wilson,Owen Wilson|Morgan Freeman|Gary Sinise|Sara Foster|Willie Nelson,887|192|33|22121|8261,88,4.961,270,1.6118
4442,The Brothers Grimm,2005-08-26,2005,Summer,Adventure|Fantasy|Action|Comedy|Thriller,Action,88000000,105300000,141843563.74807987,169728719.0,1.1965909098381464,Break-even,High,A-list,Matt Damon,Matt Damon|Heath Ledger|Lena Headey|Peter Stormare|Monica Bellucci,1892|1810|17286|53|28782,118,5.849,2929,4.1584
20829,Funny People,2009-07-30,2009,Summer,Comedy|Drama,Comedy,75000000,71600000,110068531.46853147,105078758.0,0.9546666662854674,Flop,High,A-list,Adam Sandler,Adam Sandler|Seth Rogen|Leslie Mann|Eric Bana|Jonah Hill,19292|19274|41087|8783|21007,146,5.888,1402,2.9237
1241436,Warfare,2025-04-09,2025,Spring,War|Action,Action,20000000,34902602,19730241.30366656,34431838.0,1.7451301010495686,Break-even,Low,Emerging,D'Pharaoh Woon-A-Tai,D'Pharaoh Woon-A-Tai|Will Poulter|Cosmo Jarvis|Kit Connor|Finn Bennett,2710333|93491|1363054|1538851|1512452,95,7.076,1394,10.4376
61791,Rise of the Planet of the Apes,2011-08-03,2011,Summer,Thriller|Action|Drama|Science Fiction,Action,93000000,481800873,130173534.90440196,674384116.0,5.180654550829095,Blockbuster,High,Established,Andy Serkis,Andy Serkis|James Franco|Freida Pinto|John Lithgow|Brian Cox,1333|17051|76792|12074|1248,105,7.341,12669,9.3065
381283,mother!,2017-09-13,2017,Other,Horror|Drama,Horror,30000000,44516999,38530722.154222764,57175737.0,1.4838999583539818,Break-even,Low,A-list,Jennifer Lawrence,Jennifer Lawrence|Javier Bardem|Ed Harris|Michelle Pfeiffer|Brian Gleeson,72129|3810|228|1160|63364,121,6.961,7053,4.9157
381284,Hidden Figures,2016-12-10,2016,Holiday,Drama|History,Drama,25000000,235957472,32791250.0,309493618.0,9.438298875462204,Blockbuster,Low,Established,Taraji P. Henson,Taraji P. Henson|Octavia Spencer|Janelle Monáe|Kevin Costner|Kirsten Dunst,40036|6944|1005852|1269|205,127,8.04,10342,10.2279
438631,Dune,2021-09-15,2021,Other,Science Fiction|Adventure,Sci-Fi,165000000,410668500,191686681.1824187,477088981.0,2.4889000010698608,Break-even,High,A-list,Timothée Chalamet,Timothée Chalamet|Rebecca Ferguson|Oscar Isaac|Jason Momoa|Stellan Skarsgård,1190668|933238|25072|117642|1640,155,7.78,14714,20.7337
381288,Split,2017-01-19,2017,Other,Horror|Thriller,Horror,9000000,278454358,11559216.64626683,357634917.0,30.939373137841653,Blockbuster,Low,Rising,James McAvoy,James McAvoy|Anya Taylor-Joy|Haley Lu Richardson|Jessica Sula|Betty Buckley,5530|1397778|1286328|1221085|52462,117,7.341,18240,11.1516
381289,A Dog's Purpose,2017-01-19,2017,Other,Adventure|Comedy|Fantasy|Family|Drama,Action,22000000,205000000,28255862.913096696,263293268.0,9.318181816275821,Blockbuster,Low,Rising,Josh Gad,Josh Gad|KJ Apa|Britt Robertson|Dennis Quaid|Peggy Lipton,54415|1680339|52018|6065|152759,100,7.636,3506,4.2711
504172,The Mule,2018-12-14,2018,Holiday,Crime|Drama,Horror,50000000,174800000,62683393.070489846,219141142.0,3.4959999972172455,Hit,Mid,A-list,Clint Eastwood,Clint Eastwood|Bradley Cooper|Laurence Fishburne|Michael Peña|Dianne Wiest,190|51329|2975|454|1902,116,6.865,5327,5.8567
209262,Parkland,2013-10-02,2013,Other,History|Drama,Drama,10000000,1412181,13510557.939914163,1907935.0,0.14121807615090406,Flop,Low,A-list,Zac Efron,Zac Efron|Marcia Gay Harden|Paul Giamatti|Billy Bob Thornton|Jacki Weaver,29222|4726|13242|879|67837,94,6.245,387,3.5181
4464,Seabiscuit,2003-07-22,2003,Summer,Drama|History,Drama,87000000,148300000,148843760.86956522,253718733.0,1.7045977037783857,Break-even,High,Established,Tobey Maguire,Tobey Maguire|David McCullough|Jeff Bridges|Chris Cooper|Elizabeth Banks,2219|37332|1229|2955|9281,141,7.067,924,2.9753
12657,Soul Plane,2004-05-28,2004,Spring,Comedy,Comedy,16000000,14800000,26663504.49973531,24663742.0,0.9250000126669334,Flop,Low,Established,Kevin Hart,Kevin Hart|Tom Arnold|Method Man|Snoop Dogg|K.D. Aubert,55638|74036|5384|19767|73830,86,5.448,494,2.908
12658,Someone Like You...,2001-03-30,2001,Spring,Comedy|Romance,Comedy,23000000,38689940,40882597.402597405,68771532.0,1.682171299508253,Break-even,Mid,Emerging,Ashley Judd,Ashley Judd|Greg Kinnear|Hugh Jackman|Marisa Tomei|Ellen Barkin,15852|17141|6968|3141|6913,97,5.957,406,2.5813
870360,The Day the Earth Blew Up: A Looney Tunes Movie,2024-08-01,2024,Summer,Family|Comedy|Adventure|Animation|Science Fiction,Comedy,15000000,15076954,15000000.0,15076954.0,1.0051302666666666,Break-even,Low,Emerging,Eric Bauza,Eric Bauza|Candi Milo|Peter MacNicol|Fred Tatasciore|Laraine Newman,89599|95257|12688|60279|35159,91,7.55,209,3.8924
20856,Aliens in the Attic,2009-07-30,2009,Summer,Adventure|Comedy|Family|Fantasy|Science Fiction,Action,45000000,57881056,66041118.88111888,84945104.0,1.2862456820713521,Break-even,Mid,Emerging,Carter Jenkins,Carter Jenkins|Austin Butler|Ashley French|Ashley Boettcher|Robert Hoffman,86653|86654|67600|86655|58368,86,5.699,1047,2.5233
20857,Hardball,2001-09-14,2001,Other,Drama,Drama,32000000,40222729,56880135.516657256,71496071.0,1.2569602788492389,Break-even,Mid,A-list,Keanu Reeves,Keanu Reeves|Diane Lane|Michael B. Jordan|D. B. Sweeney|John Hawkes,6384|2882|135651|61962|16861,106,6.478,542,3.0481
242042,Barefoot,2014-02-02,2014,Other,Comedy|Drama|Romance,Comedy,6000000,15071,7979619.771863118,20043.0,0.002511773815423322,Flop,Micro,Rising,Evan Rachel Wood,Evan Rachel Wood|Scott Speedman|J.K. Simmons|Treat Williams|Kate Burton,38940|100|18999|4515|20879,90,6.659,678,2.5653
102780,Byzantium,2013-04-11,2013,Spring,Drama|Fantasy|Thriller,Drama,10000000,89237,13510557.939914163,120564.0,0.008923687721572066,Flop,Low,Rising,Gemma Arterton,Gemma Arterton|Saoirse Ronan|Sam Riley|Jonny Lee Miller|Caleb Landry Jones,59620|36592|32987|9012|572541,118,6.294,952,2.1873
201085,Crimson Peak,2015-10-13,2015,Other,Horror|Mystery|Romance|Drama,Horror,55000000,74700000,73053924.05063291,99220511.0,1.3581818128103742,Break-even,Mid,Emerging,Mia Wasikowska,Mia Wasikowska|Jessica Chastain|Tom Hiddleston|Charlie Hunnam|Jim Beaver,76070|83002|91606|56365|29862,119,6.7,5211,4.2339
438650,Cold Pursuit,2019-02-07,2019,Other,Crime|Action,Horror,60000000,76419755,73866875.24442707,94081475.0,1.2736625813489793,Break-even,Mid,A-list,Liam Neeson,Liam Neeson|Tom Bateman|Tom Jackson|Laura Dern|Nicholas Holmes,3896|1364004|78797|4784|1829296,119,5.9,2779,3.8284
201088,Blackhat,2015-01-13,2015,Other,Crime|Thriller|Action,Horror,70000000,17752940,92977721.51898734,23580399.0,0.2536134314195316,Flop,Mid,A-list,Chris Hemsworth,Chris Hemsworth|Tang Wei|Leehom Wang|Viola Davis|Holt McCallany,74568|38280|134184|19492|7497,133,5.515,2171,5.3135
577922,Tenet,2020-08-22,2020,Summer,Action|Thriller|Science Fiction,Action,205000000,365304105,249355409.58268932,444344169.0,1.7819712423469602,Break-even,Mega,Rising,John David Washington,John David Washington|Robert Pattinson|Elizabeth Debicki|Kenneth Branagh|Dimple Kapadia,1117313|11288|1133349|11181|78921,150,7.173,10996,10.0448
1175942,The Bad Guys 2,2025-07-24,2025,Summer,Family|Comedy|Crime|Adventure|Animation,Comedy,80000000,239449449,78920965.21466625,236219770.0,2.9931181069248023,Hit,Mid,Rising,Sam Rockwell,Sam Rockwell|Marc Maron|Awkwafina|Craig Robinson|Anthony Ramos,6807|1231717|1625558|64342|1560244,104,7.661,744,18.471
12690,Appaloosa,2008-09-19,2008,Other,Drama|Western|Crime,Drama,20000000,20211394,29242545.285647932,29551630.0,1.0105696925945693,Break-even,Low,Rising,Viggo Mortensen,Viggo Mortensen|Ed Harris|Renée Zellweger|Jeremy Irons|Timothy Spall,110|228|9137|16940|9191,115,6.58,1073,2.1019
29076,Gun Shy,2000-02-04,2000,Other,Action|Comedy|Romance|Thriller,Action,10000000,1600000,18280836.236933798,2924934.0,0.16000001105477835,Flop,Low,A-list,Liam Neeson,Liam Neeson|Oliver Platt|Sandra Bullock|José Zúñiga|Richard Schiff,3896|17485|18277|10963|31028,101,5.2,148,1.6415
127380,Finding Dory,2016-06-16,2016,Summer,Adventure|Animation|Family,Action,200000000,1029266989,262330000.0,1350038046.0,5.146334944535509,Blockbuster,Mega,Emerging,Albert Brooks,Albert Brooks|Ellen DeGeneres|Ed O'Neill|Hayden Rolence|Diane Keaton,13|14|18977|1559638|3092,97,7.039,12603,5.7141
438674,Dragged Across Concrete,2019-02-21,2019,Other,Crime|Action|Thriller,Horror,15000000,660132,18466718.811106768,812698.0,0.04400879269961075,Flop,Low,A-list,Mel Gibson,Mel Gibson|Vince Vaughn|Tory Kittles|Michael Jai White|Jennifer Carpenter,2461|4937|62645|64856|53828,159,6.598,1101,2.5877
151960,Planes,2013-08-09,2013,Summer,Animation|Family|Adventure|Comedy,Comedy,50000000,219788712,67552789.69957082,296946813.0,4.395774242938284,Hit,Mid,Emerging,Dane Cook,Dane Cook|Carlos Alazraqui|Val Kilmer|Julia Louis-Dreyfus|Brad Garrett,31837|59784|5576|15886|18,91,5.932,1808,4.4994
463257,The Peanut Butter Falcon,2019-08-09,2019,Summer,Adventure|Comedy|Drama,Action,6200000,23712097,7632910.441924131,29192309.0,3.824531837771845,Hit,Micro,Established,Shia LaBeouf,Shia LaBeouf|Zack Gottsagen|Dakota Johnson|Thomas Haden Church|John Hawkes,10959|1633770|118545|19159|16861,97,7.396,1586,3.2902
12700,Dominion: Prequel to The Exorcist,2005-05-20,2005,Spring,Horror|Drama,Horror,30000000,251495,48355760.368663594,405374.0,0.008383158426409484,Flop,Mid,Rising,Stellan Skarsgård,Stellan Skarsgård|Gabriel Mann|Clara Bellar|Billy Crawford|Ralph Brown,1640|32458|27637|73963|53916,116,5.367,412,2.2137
12703,The Brown Bunny,2003-11-14,2003,Holiday,Drama,Drama,100000,365734,171084.78260869565,625715.0,3.6573387209494403,Hit,Micro,Emerging,Vincent Gallo,Vincent Gallo|Chloë Sevigny|Cheryl Tiegs|Elizabeth Blake|Anna Vareschi,22461|2838|73952|73953|73954,93,5.378,270,1.7615
4512,The Assassination of Jesse James by the Coward Robert Ford,2007-09-20,2007,Other,Drama|Western,Drama,30000000,14711793,45556584.65991317,22340635.0,0.4903931048996811,Flop,Mid,A-list,Brad Pitt,Brad Pitt|Casey Affleck|Sam Rockwell|Paul Schneider|Jeremy Renner,287|1893|6807|15684|17604,160,7.061,2743,3.6238
4513,30 Days of Night,2007-10-17,2007,Other,Horror|Thriller,Horror,30000000,80276156,45556584.65991317,121903583.0,2.6758718615547847,Hit,Mid,Rising,Josh Hartnett,Josh Hartnett|Melissa George|Danny Huston|Ben Foster|Mark Boone Junior,2299|27755|6413|11107|534,113,6.437,3027,4.5462
4517,Elizabeth: The Golden Age,2007-09-09,2007,Other,Drama|History|Romance,Drama,55000000,74237563,83520405.2098408,112733661.0,1.3497738752196229,Break-even,Mid,Established,Cate Blanchett,Cate Blanchett|Laurence Fox|Clive Owen|Geoffrey Rush|Tom Hollander,112|6366|2296|118|2441,114,6.702,1300,2.8138
274854,The Last Witch Hunter,2015-10-21,2015,Other,Action|Adventure|Fantasy,Action,90000000,146936910,119542784.81012659,195169416.0,1.632632335861955,Break-even,High,A-list,Vin Diesel,Vin Diesel|Elijah Wood|Rose Leslie|Ólafur Darri Ólafsson|Julie Engelbrecht,12835|109|1223793|110902|587207,106,6.009,3821,7.4471
274855,Geostorm,2017-10-12,2017,Other,Action|Science Fiction|Thriller,Action,120000000,221600160,154122888.61689106,284613806.0,1.8466679969091095,Break-even,High,Established,Gerard Butler,Gerard Butler|Alexandra Maria Lara|Jim Sturgess|Abbie Cornish|Ed Harris,17276|5644|38941|37260|228,109,6.111,5124,9.2644
463272,Johnny English Strikes Again,2018-09-13,2018,Other,Action|Adventure|Comedy,Action,25000000,158972570,31341696.535244923,199298802.0,6.358902804635383,Blockbuster,Low,Rising,Rowan Atkinson,Rowan Atkinson|Olga Kurylenko|Ben Miller|Emma Thompson|Jake Lacy,10730|18182|18025|7056|496470,88,6.275,2734,4.3806
274857,King Arthur: Legend of the Sword,2017-05-10,2017,Spring,Action|Drama|Fantasy,Action,175000000,149175066,224762545.8996328,191594101.0,0.8524289499975494,Flop,Mega,Rising,Charlie Hunnam,Charlie Hunnam|Jude Law|Àstrid Bergès-Frisbey|Djimon Hounsou|Eric Bana,56365|9642|469759|938|8783,126,6.552,6014,6.4355
438695,Sing 2,2021-12-01,2021,Holiday,Animation|Music|Comedy|Family,Comedy,85000000,408402685,98747684.24548842,474456699.0,4.80473747435426,Hit,Mid,Established,Matthew McConaughey,Matthew McConaughey|Reese Witherspoon|Scarlett Johansson|Taron Egerton|Bobby Cannavale,10297|368|1245|1303037|21127,110,7.832,4733,9.3164
4523,Enchanted,2007-11-20,2007,Holiday,Comedy|Family|Fantasy|Romance,Comedy,85000000,340487652,129076989.86975397,517048485.0,4.005737083904198,Hit,High,Established,Amy Adams,Amy Adams|Patrick Dempsey|James Marsden|Timothy Spall|Idina Menzel,9273|18352|11006|9191|19394,107,6.84,5673,5.7598
446893,Trolls World Tour,2020-03-11,2020,Spring,Family|Animation|Comedy|Fantasy|Adventure|Music,Comedy,90000000,49276818,109473106.64605872,59938737.0,0.5475201977577013,Flop,High,Established,Anna Kendrick,Anna Kendrick|Justin Timberlake|Ron Funches|Rachel Bloom|James Corden,84223|12111|1260038|1453801|55466,91,7.239,2257,6.0297
274862,The Lego Ninjago Movie,2017-09-21,2017,Other,Family|Comedy|Adventure|Animation|Action,Comedy,70000000,123081555,89905018.35985312,158080707.0,1.7583079330151228,Break-even,Mid,Rising,Dave Franco,Dave Franco|Justin Theroux|Fred Armisen|Abbi Jacobson|Olivia Munn,54697|15009|61110|1325731|81364,101,6.503,1156,4.5013
242095,The Signal,2014-03-15,2014,Spring,Thriller|Science Fiction,Action,4000000,2665322,5319746.5145754125,3544709.0,0.6663304332806007,Flop,Micro,Emerging,Brenton Thwaites,Brenton Thwaites|Olivia Cooke|Beau Knapp|Laurence Fishburne|Robert Longstreet,1017347|1173984|1078613|2975|79416,97,6.02,1824,2.3928
20912,She Hate Me,2004-07-30,2004,Summer,Comedy|Drama,Comedy,8000000,1500000,13331752.249867655,2499704.0,0.1875000339902667,Flop,Low,Rising,Anthony Mackie,Anthony Mackie|Kerry Washington|Ellen Barkin|Monica Bellucci|Jim Brown,53650|11703|6913|28782|4774,139,5.1,121,1.595
258480,Carol,2015-11-20,2015,Holiday,Romance|Drama,Drama,11800000,40272135,15673387.341772152,53491591.0,3.412892812100427,Hit,Low,Established,Cate Blanchett,Cate Blanchett|Rooney Mara|Kyle Chandler|Jake Lacy|Sarah Paulson,112|108916|3497|496470|34490,118,7.5,3932,4.6763
332210,Storks,2016-09-22,2016,Other,Adventure|Animation|Comedy|Family,Action,70000000,182379278,91815500.0,239217780.0,2.60541825726593,Hit,Mid,Rising,Andy Samberg,Andy Samberg|Katie Crown|Kelsey Grammer|Jennifer Aniston|Ty Burrell,62861|972599|7090|4491|15232,87,6.669,2492,4.5275
446894,Smallfoot,2018-09-20,2018,Other,Family|Comedy|Adventure|Animation|Fantasy,Comedy,80000000,214115531,100293428.91278376,268429760.0,2.6764441390614873,Hit,High,Established,Channing Tatum,Channing Tatum|James Corden|Zendaya|Common|LeBron James,38673|55466|505710|4238|107379,96,6.8,1611,2.6451
37302,Left Behind,2000-10-30,2000,Other,Drama|Fantasy|Science Fiction|Thriller,Drama,17400000,4224065,31808655.05226481,7721944.0,0.24276235468969284,Flop,Low,Emerging,Kirk Cameron,Kirk Cameron|Brad Johnson|Janaya Stephens|Clarence Gilyard Jr.|Colin Fox,78041|36067|54217|51581|137161,100,4.2,133,1.4296
274870,Passengers,2016-12-21,2016,Holiday,Drama|Romance|Science Fiction,Drama,110000000,303144152,144281500.0,397619027.0,2.7558559274751095,Hit,High,A-list,Jennifer Lawrence,Jennifer Lawrence|Chris Pratt|Michael Sheen|Laurence Fishburne|Andy Garcia,72129|73457|3968|2975|1271,116,6.952,14135,5.7521
258489,The Legend of Tarzan,2016-06-29,2016,Summer,Fantasy|Action|Adventure,Sci-Fi,180000000,356743061,236097000.0,467922036.0,1.9819058946111132,Break-even,Mega,Rising,Alexander Skarsgård,Alexander Skarsgård|Christoph Waltz|Samuel L. Jackson|Margot Robbie|Djimon Hounsou,28846|27319|2231|234352|938,109,5.915,6476,7.373
4538,The Darjeeling Limited,2007-09-07,2007,Other,Adventure|Drama|Comedy,Action,16000000,24377151,24296845.15195369,37017991.0,1.5235719192548507,Break-even,Low,Established,Owen Wilson,Owen Wilson|Adrien Brody|Jason Schwartzman|Amara Karan|Wallace Wolodarsky,887|3490|17881|66443|486,92,7.148,3926,3.4519
70074,Bullet to the Head,2012-11-14,2012,Holiday,Action|Crime|Thriller,Action,55000000,9489829,75408449.47735192,13011151.0,0.17254234890359008,Flop,Mid,A-list,Sylvester Stallone,Sylvester Stallone|Sung Kang|Sarah Shahi|Adewale Akinnuoye-Agbaje|Jason Momoa,16483|61697|164945|31164|117642,92,5.6,1357,2.222
315837,Ghost in the Shell,2017-03-29,2017,Spring,Science Fiction|Drama|Action,Sci-Fi,110000000,169801921,141279314.56548348,218086355.0,1.5436538297962663,Break-even,High,A-list,Scarlett Johansson,Scarlett Johansson|Takeshi Kitano|Pilou Asbæk|Michael Pitt|Chin Han,1245|3317|90060|10692|101015,107,6.105,8508,5.747
225728,Macbeth,2015-09-22,2015,Other,Drama|War,Drama,15000000,16322067,19923797.46835443,21679837.0,1.0881377927292597,Break-even,Low,Rising,Michael Fassbender,Michael Fassbender|Marion Cotillard|Paddy Considine|Sean Harris|Jack Reynor,17288|8293|14887|16702|1007683,113,6.44,1520,2.1111
4547,Panic Room,2002-03-29,2002,Spring,Crime|Drama|Thriller,Horror,48000000,197100000,83992262.36798221,344893227.0,4.1062499958504874,Hit,Mid,A-list,Jodie Foster,Jodie Foster|Kristen Stewart|Forest Whitaker|Dwight Yoakam|Jared Leto,1038|37917|2178|20309|7499,111,6.791,5362,5.3941
291270,Anomalisa,2015-12-30,2015,Holiday,Animation|Drama|Romance|Comedy,Comedy,8000000,5700000,10626025.316455696,7571043.0,0.712499996426257,Flop,Low,Rising,David Thewlis,David Thewlis|Jennifer Jason Leigh|Tom Noonan,11207|10431|119232,91,7.099,1818,2.3633
4551,Be Cool,2005-03-04,2005,Spring,Comedy|Crime,Comedy,53000000,95200000,85428509.98463902,153448946.0,1.7962264123252507,Break-even,Mid,Established,John Travolta,John Travolta|Uma Thurman|Vince Vaughn|Cedric the Entertainer|Dwayne Johnson,8891|139|4937|5726|18918,119,5.472,970,3.1887
4553,The Machinist,2004-09-24,2004,Other,Thriller|Drama,Action,5000000,8203235,8332345.156167284,13670437.0,1.6406469899871665,Break-even,Micro,Established,Christian Bale,Christian Bale|Jennifer Jason Leigh|Aitana Sánchez-Gijón|John Sharian|Michael Ironside,3894|10431|37946|36900|11086,102,7.523,6092,4.7193
258509,Alvin and the Chipmunks: The Road Chip,2015-12-17,2015,Holiday,Family|Comedy|Music|Adventure|Animation,Comedy,90000000,233755553,119542784.81012659,310486553.0,2.5972839221802904,Hit,High,Emerging,Jason Lee,Jason Lee|Justin Long|Matthew Gray Gubler|Jesse McCartney|Kimberly Williams-Paisley,11662|15033|5661|49915|70696,92,6.031,1746,4.1437
20943,The Ugly Truth,2009-07-24,2009,Summer,Comedy|Romance,Comedy,38000000,321700000,55768055.944055945,472120621.0,8.465789474060394,Blockbuster,Mid,Rising,Katherine Heigl,Katherine Heigl|Gerard Butler|Eric Winter|Nick Searcy|Bree Turner,25541|17276|74409|12538|62065,96,6.505,3741,3.9486
4564,Sex and the City,2008-05-12,2008,Spring,Comedy|Drama|Romance,Comedy,65000000,418800000,95038272.17835578,612338898.0,6.443076920115298,Blockbuster,Mid,Rising,Sarah Jessica Parker,Sarah Jessica Parker|Kim Cattrall|Kristin Davis|Cynthia Nixon|Chris Noth,520|2109|38025|38024|38026,146,6.555,2252,6.6379
4566,Michael Clayton,2007-09-28,2007,Other,Drama|Thriller|Crime,Drama,25000000,92991835,37963820.54992764,141213013.0,3.7196733878321204,Hit,Low,Established,George Clooney,George Clooney|Tom Wilkinson|Tilda Swinton|Sydney Pollack|Michael O'Keefe,1461|207|3063|2226|38085,120,6.79,1957,2.4523
12763,Take the Lead,2006-03-17,2006,Spring,Drama|Music,Drama,30000000,65742992,46844642.85714286,102656899.0,2.191433059124004,Break-even,Mid,Established,Antonio Banderas,Antonio Banderas|Rob Brown|Yaya DaCosta|Alfre Woodard|John Ortiz,3131|10689|60033|1981|40543,118,6.866,735,2.4271
12767,Cold Creek Manor,2003-09-19,2003,Other,Mystery|Thriller,Horror,45000000,29119434,76988152.17391305,49818920.0,0.6470985287120689,Flop,Mid,Rising,Dennis Quaid,Dennis Quaid|Sharon Stone|Stephen Dorff|Juliette Lewis|Kristen Stewart,6065|4430|10822|3196|37917,118,5.4,532,2.3072
